ID,ABBREVIATION,DATABASE,CATEGORY,DATASET,SOURCE_PATH,DESTINATION_PATH,FILE_FORMAT,FILE_NAME,VERSION,UPD_FILE,SIZE,LAST_UPDATE
115,BioSNAP,BioSNAP Datasets: Stanford Biomedical Network Dataset Collection,Entities and feature tables,D-DoPathways/Classification of diseases into disease categories,http://snap.stanford.edu/biodata/datasets/10005/files/D-DoPathways_diseaseclasses.csv.gz,defaut,CSV,D-DoPathways_diseaseclasses.csv.gz,,0,,
116,BioSNAP,BioSNAP Datasets: Stanford Biomedical Network Dataset Collection,Entities and feature tables,D-MeshMiner/Disease descriptions,http://snap.stanford.edu/biodata/datasets/10003/files/D-MeshMiner_miner-disease.tsv.gz,defaut,TSV,D-MeshMiner_miner-disease.tsv.gz,,0,,
117,BioSNAP,BioSNAP Datasets: Stanford Biomedical Network Dataset Collection,Entities and feature tables,D-MtfPathways/Higher-order network structure of disease pathways,http://snap.stanford.edu/biodata/datasets/10010/files/D-MtfPathways_disease-motifs.csv.gz,defaut,CSV,D-MtfPathways_disease-motifs.csv.gz,,0,,
118,BioSNAP,BioSNAP Datasets: Stanford Biomedical Network Dataset Collection,Entities and feature tables,D-OmimMiner/Disease synopses,http://snap.stanford.edu/biodata/datasets/10025/files/D-OmimMiner_miner-diseaseOMIM.tsv.gz,defaut,TSV,D-OmimMiner_miner-diseaseOMIM.tsv.gz,,0,,
119,BioSNAP,BioSNAP Datasets: Stanford Biomedical Network Dataset Collection,Entities and feature tables,D-StructPathways/Network structure of disease pathways,http://snap.stanford.edu/biodata/datasets/10009/files/D-StructPathways_diseases.csv.gz,defaut,CSV,D-StructPathways_diseases.csv.gz,,0,,
120,BioSNAP,BioSNAP Datasets: Stanford Biomedical Network Dataset Collection,Entities and feature tables,G-HumanEssential/Human gene essentiality information,http://snap.stanford.edu/biodata/datasets/10033/files/G-HumanEssential.tsv.gz,defaut,TSV,G-HumanEssential.tsv.gz,,0,,
121,BioSNAP,BioSNAP Datasets: Stanford Biomedical Network Dataset Collection,Entities and feature tables,G-MtfPathways/Higher-order network structure of genes,http://snap.stanford.edu/biodata/datasets/10011/files/G-MtfPathways_gene-motifs.csv.gz,defaut,CSV,G-MtfPathways_gene-motifs.csv.gz,,0,,
122,BioSNAP,BioSNAP Datasets: Stanford Biomedical Network Dataset Collection,Entities and feature tables,"G-SynMiner/Gene names, descriptions, and synonyms",http://snap.stanford.edu/biodata/datasets/10022/files/G-SynMiner_miner-geneHUGO.tsv.gz,defaut,TSV,G-SynMiner_miner-geneHUGO.tsv.gz,,0,,
123,BioSNAP,BioSNAP Datasets: Stanford Biomedical Network Dataset Collection,Entities and feature tables,Se-DoDecagon/Classification of drug side-effects into categories,http://snap.stanford.edu/biodata/datasets/10007/files/Se-DoDecagon_sidefx.csv.gz,defaut,CSV,Se-DoDecagon_sidefx.csv.gz,,0,,
124,KEGG,KEGG: Kyoto Encyclopedia of Genes and Genomes,Main entry point to the KEGG web service,KEGG2,,defaut,,,,0,,
125,KEGG,KEGG: Kyoto Encyclopedia of Genes and Genomes,Data-oriented entry points,KEGG PATHWAY,,defaut,,,,0,,
126,KEGG,KEGG: Kyoto Encyclopedia of Genes and Genomes,Data-oriented entry points,KEGG BRITE,,defaut,,,,0,,
127,KEGG,KEGG: Kyoto Encyclopedia of Genes and Genomes,Data-oriented entry points,KEGG MODULE,,defaut,,,,0,,
128,KEGG,KEGG: Kyoto Encyclopedia of Genes and Genomes,Data-oriented entry points,KEGG ORTHOLOGY,,defaut,,,,0,,
129,KEGG,KEGG: Kyoto Encyclopedia of Genes and Genomes,Data-oriented entry points,KEGG GENES,,defaut,,,,0,,
130,KEGG,KEGG: Kyoto Encyclopedia of Genes and Genomes,Data-oriented entry points,KEGG GENOME,,defaut,,,,0,,
131,KEGG,KEGG: Kyoto Encyclopedia of Genes and Genomes,Data-oriented entry points,KEGG COMPOUND,,defaut,,,,0,,
132,KEGG,KEGG: Kyoto Encyclopedia of Genes and Genomes,Data-oriented entry points,KEGG GLYCAN,,defaut,,,,0,,
133,KEGG,KEGG: Kyoto Encyclopedia of Genes and Genomes,Data-oriented entry points,KEGG REACTION,,defaut,,,,0,,
134,KEGG,KEGG: Kyoto Encyclopedia of Genes and Genomes,Data-oriented entry points,KEGG ENZYME,,defaut,,,,0,,
135,KEGG,KEGG: Kyoto Encyclopedia of Genes and Genomes,Data-oriented entry points,KEGG NETWORK,,defaut,,,,0,,
136,KEGG,KEGG: Kyoto Encyclopedia of Genes and Genomes,Data-oriented entry points,KEGG DISEASE,,defaut,,,,0,,
137,KEGG,KEGG: Kyoto Encyclopedia of Genes and Genomes,Data-oriented entry points,KEGG DRUG,,defaut,,,,0,,
138,KEGG,KEGG: Kyoto Encyclopedia of Genes and Genomes,Need application: https://www.pathway.jp/en/academic.html,,,defaut,,,,0,,
139,PharmGKB,Pharmacogenomics Knowledge Base,Annotations Data,Variant and Clinical Annotations Data,https://api.pharmgkb.org/v1/download/file/data/clinicalAnnotations.zip,defaut,,clinicalAnnotations.zip,V1,1,,
140,PharmGKB,Pharmacogenomics Knowledge Base,Annotations Data,Variant and Clinical Annotations Data,https://api.pharmgkb.org/v1/download/file/data/clinicalAnnotations_LOE1-2.zip,defaut,,clinicalAnnotations_LOE1-2.zip,V1,0,,
141,PharmGKB,Pharmacogenomics Knowledge Base,Annotations Data,Variant and Clinical Annotations Data,https://api.pharmgkb.org/v1/download/file/data/variantAnnotations.zip,defaut,,variantAnnotations.zip,V1,0,,
142,PharmGKB,Pharmacogenomics Knowledge Base,Annotations Data,"Variant, Gene and Drug Relationship Data",https://api.pharmgkb.org/v1/download/file/data/relationships.zip,defaut,,relationships.zip,V1,0,,
143,PharmGKB,Pharmacogenomics Knowledge Base,Annotations Data,Clinical Guideline Annotations,https://api.pharmgkb.org/v1/download/file/data/guidelineAnnotations.json.zip,defaut,JSON,guidelineAnnotations.json.zip,V1,0,,
144,PharmGKB,Pharmacogenomics Knowledge Base,Annotations Data,Drug Label Annotations,https://api.pharmgkb.org/v1/download/file/data/drugLabels.zip,defaut,TSV,drugLabels.zip,V1,0,,
145,PharmGKB,Pharmacogenomics Knowledge Base,Annotations Data,Pathways,https://api.pharmgkb.org/v1/download/file/data/pathways-biopax.zip,defaut,BioPax XML,pathways-biopax.zip,V1,0,,
146,PharmGKB,Pharmacogenomics Knowledge Base,Annotations Data,Pathways,https://api.pharmgkb.org/v1/download/file/data/pathways-tsv.zip,defaut,TSV,pathways-tsv.zip,V1,0,,
147,PharmGKB,Pharmacogenomics Knowledge Base,Annotations Data,Clinical Variant Data,https://api.pharmgkb.org/v1/download/file/data/clinicalVariants.zip,defaut,TSV,clinicalVariants.zip,V1,0,,
148,PharmGKB,Pharmacogenomics Knowledge Base,Annotations Data,Literature Occurrence,https://api.pharmgkb.org/v1/download/file/data/occurrences.zip,defaut,,occurrences.zip,V1,0,,
149,PharmGKB,Pharmacogenomics Knowledge Base,Annotations Data,Automated Annotations,https://api.pharmgkb.org/v1/download/file/data/automated_annotations.zip,defaut,,automated_annotations.zip,V1,0,,
150,PharmGKB,Pharmacogenomics Knowledge Base,Primary Data,Genes,https://api.pharmgkb.org/v1/download/file/data/genes.zip,defaut,,genes.zip,V1,0,,
151,PharmGKB,Pharmacogenomics Knowledge Base,Primary Data,Variants,https://api.pharmgkb.org/v1/download/file/data/variants.zip,defaut,,variants.zip,V1,0,,
152,PharmGKB,Pharmacogenomics Knowledge Base,Primary Data,Drugs,https://api.pharmgkb.org/v1/download/file/data/drugs.zip,defaut,,drugs.zip,V1,0,,
153,PharmGKB,Pharmacogenomics Knowledge Base,Primary Data,Chemicals,https://api.pharmgkb.org/v1/download/file/data/chemicals.zip,defaut,,chemicals.zip,V1,0,,
154,PharmGKB,Pharmacogenomics Knowledge Base,Primary Data,Phenotypes,https://api.pharmgkb.org/v1/download/file/data/phenotypes.zip,defaut,,phenotypes.zip,V1,0,,
155,PharmGKB,Pharmacogenomics Knowledge Base,Other Datasets,PharmGKB Branding,https://github.com/PharmGKB/pgkb-branding,defaut,,pgkb-branding,V1,0,,
156,PharmGKB,Pharmacogenomics Knowledge Base,Other Datasets,Papers of Interest Archive,https://api.pharmgkb.org/v1/download/file/attachment/PapersOfInterestArchive.csv,defaut,,PapersOfInterestArchive.csv,V1,0,,
157,PharmGKB,Pharmacogenomics Knowledge Base,Other Datasets,PharmGKB Training Exercises,https://api.pharmgkb.org/v1/download/file/attachment/PharmGKB_Training_Exercises.zip,defaut,,PharmGKB_Training_Exercises.zip,V1,0,,
158,PharmGKB,Pharmacogenomics Knowledge Base,From Related Projects,International Tamoxifen Pharmacogenomics Consortium (ITPC),https://api.pharmgkb.org/v1/download/submission/982025782,defaut,,982025782,,0,,
159,PharmGKB,Pharmacogenomics Knowledge Base,From Related Projects,International Tamoxifen Pharmacogenomics Consortium (ITPC),https://api.pharmgkb.org/v1/download/submission/982025783,defaut,,982025783,,0,,
160,PharmGKB,Pharmacogenomics Knowledge Base,From Related Projects,International Tamoxifen Pharmacogenomics Consortium (ITPC),https://github.com/PharmGKB/ITPC,defaut,,ITPC,,0,,
161,PharmGKB,Pharmacogenomics Knowledge Base,From Related Projects,International Tamoxifen Pharmacogenomics Consortium (ITPC),https://api.pharmgkb.org/v1/download/submission/982025784,defaut,,982025784,,0,,
162,PharmGKB,Pharmacogenomics Knowledge Base,From Related Projects,International Tamoxifen Pharmacogenomics Consortium (ITPC),https://api.pharmgkb.org/v1/download/submission/982025785,defaut,,982025785,,0,,
163,PharmGKB,Pharmacogenomics Knowledge Base,From Related Projects,International SSRI Pharmacogenomics Consortium (ISPC),https://purl.stanford.edu/bg091gk8548,defaut,,bg091gk8548,,0,,
164,PharmGKB,Pharmacogenomics Knowledge Base,From Related Projects,International Warfarin Pharmacogenetics Consortium (IWPC),https://api.pharmgkb.org/v1/download/submission/553247439,defaut,,553247439,,0,,
165,PharmGKB,Pharmacogenomics Knowledge Base,From Related Projects,International Warfarin Pharmacogenetics Consortium (IWPC),https://api.pharmgkb.org/v1/download/submission/569836982,defaut,,569836982,,0,,
166,PharmGKB,Pharmacogenomics Knowledge Base,From Related Projects,International Warfarin Pharmacogenetics Consortium (IWPC),https://api.pharmgkb.org/v1/download/submission/561941816,defaut,,561941816,,0,,
167,PharmGKB,Pharmacogenomics Knowledge Base,From Related Projects,International Warfarin Pharmacogenetics Consortium (IWPC),https://api.pharmgkb.org/v1/download/submission/982047032,defaut,,982047032,,0,,
168,PharmGKB,Pharmacogenomics Knowledge Base,From Related Projects,International Warfarin Pharmacogenetics Consortium (IWPC),https://api.pharmgkb.org/v1/download/submission/982047033,defaut,,982047033,,0,,
169,PharmGKB,Pharmacogenomics Knowledge Base,From Related Projects,Translational Pharmacogenetics Project (TPP),https://purl.stanford.edu/yp464cc5056,defaut,,yp464cc5056,,0,,
170,PharmGKB,Pharmacogenomics Knowledge Base,From Related Projects,Data-driven prediction of drug effects and interactions,https://purl.stanford.edu/zq918jm7358,defaut,,zq918jm7358,,0,,
171,CardioGxE,CardioGxE catalog,Gene-environment interactions for cardiometabolic phenotypes,Gene-environment interactions for cardiometabolic phenotypes,https://static-content.springer.com/esm/art%3F20.1186%2F1756-0381-7-21/MediaObjects/13040_2014_119_MOESM1_ESM.txt,defaut,TXT,13040_2014_119_MOESM1_ESM.txt,,0,,
172,HGNC,HUGO Gene Nomenclature Committee,protein-coding gene,Total by Locus Group,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_groups/protein-coding_gene.txt,defaut,TXT,protein-coding_gene.txt,,0,,
173,HGNC,HUGO Gene Nomenclature Committee,protein-coding gene,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/gene_with_protein_product.txt,defaut,TXT,gene_with_protein_product.txt,,0,,
174,HGNC,HUGO Gene Nomenclature Committee,non-coding RNA,Total by Locus Group,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_groups/non-coding_RNA.txt,defaut,TXT,non-coding_RNA.txt,,0,,
175,HGNC,HUGO Gene Nomenclature Committee,non-coding RNA,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/RNA_Y.txt,defaut,TXT,RNA_Y.txt,,0,,
176,HGNC,HUGO Gene Nomenclature Committee,non-coding RNA,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/RNA_cluster.txt,defaut,TXT,RNA_cluster.txt,,0,,
177,HGNC,HUGO Gene Nomenclature Committee,non-coding RNA,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/RNA_long_non-coding.txt,defaut,TXT,RNA_long_non-coding.txt,,0,,
178,HGNC,HUGO Gene Nomenclature Committee,non-coding RNA,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/RNA_micro.txt,defaut,TXT,RNA_micro.txt,,0,,
179,HGNC,HUGO Gene Nomenclature Committee,non-coding RNA,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/RNA_misc.txt,defaut,TXT,RNA_misc.txt,,0,,
180,HGNC,HUGO Gene Nomenclature Committee,non-coding RNA,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/RNA_ribosomal.txt,defaut,TXT,RNA_ribosomal.txt,,0,,
181,HGNC,HUGO Gene Nomenclature Committee,non-coding RNA,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/RNA_small_nuclear.txt,defaut,TXT,RNA_small_nuclear.txt,,0,,
182,HGNC,HUGO Gene Nomenclature Committee,non-coding RNA,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/RNA_small_nucleolar.txt,defaut,TXT,RNA_small_nucleolar.txt,,0,,
183,HGNC,HUGO Gene Nomenclature Committee,non-coding RNA,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/RNA_transfer.txt,defaut,TXT,RNA_transfer.txt,,0,,
184,HGNC,HUGO Gene Nomenclature Committee,non-coding RNA,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/RNA_vault.txt,defaut,TXT,RNA_vault.txt,,0,,
185,HGNC,HUGO Gene Nomenclature Committee,pseudogene,Total by Locus Group,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_groups/pseudogene.txt,defaut,TXT,pseudogene.txt,,0,,
186,HGNC,HUGO Gene Nomenclature Committee,pseudogene,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/T_cell_receptor_pseudogene.txt,defaut,TXT,T_cell_receptor_pseudogene.txt,,0,,
187,HGNC,HUGO Gene Nomenclature Committee,pseudogene,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/immunoglobulin_pseudogene.txt,defaut,TXT,immunoglobulin_pseudogene.txt,,0,,
188,HGNC,HUGO Gene Nomenclature Committee,pseudogene,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/pseudogene.txt,defaut,TXT,pseudogene.txt,,0,,
189,HGNC,HUGO Gene Nomenclature Committee,other,Total by Locus Group,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_groups/other.txt,defaut,TXT,other.txt,,0,,
190,HGNC,HUGO Gene Nomenclature Committee,other,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/T_cell_receptor_gene.txt,defaut,TXT,T_cell_receptor_gene.txt,,0,,
191,HGNC,HUGO Gene Nomenclature Committee,other,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/complex_locus_constituent.txt,defaut,TXT,complex_locus_constituent.txt,,0,,
192,HGNC,HUGO Gene Nomenclature Committee,other,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/endogenous_retrovirus.txt,defaut,TXT,endogenous_retrovirus.txt,,0,,
193,HGNC,HUGO Gene Nomenclature Committee,other,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/fragile_site.txt,defaut,TXT,fragile_site.txt,,0,,
194,HGNC,HUGO Gene Nomenclature Committee,other,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/immunoglobulin_gene.txt,defaut,TXT,immunoglobulin_gene.txt,,0,,
195,HGNC,HUGO Gene Nomenclature Committee,other,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/protocadherin.txt,defaut,TXT,protocadherin.txt,,0,,
196,HGNC,HUGO Gene Nomenclature Committee,other,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/readthrough.txt,defaut,TXT,readthrough.txt,,0,,
197,HGNC,HUGO Gene Nomenclature Committee,other,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/region.txt,defaut,TXT,region.txt,,0,,
198,HGNC,HUGO Gene Nomenclature Committee,other,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/unknown.txt,defaut,TXT,unknown.txt,,0,,
199,HGNC,HUGO Gene Nomenclature Committee,other,Total by Locus Type,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/virus_integration_site.txt,defaut,TXT,virus_integration_site.txt,,0,,
200,HGNC,HUGO Gene Nomenclature Committee,Total Approved Symbols,Total by Locus Group,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/non_alt_loci_set.txt,defaut,TXT,non_alt_loci_set.txt,,0,,
201,HGNC,HUGO Gene Nomenclature Committee,protein-coding gene,Alternative Loci Statistics,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/gene_with_protein_product_alt_loci.txt,defaut,TXT,gene_with_protein_product_alt_loci.txt,,0,,
202,HGNC,HUGO Gene Nomenclature Committee,non-coding RNA,Alternative Loci Statistics,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/RNA_long_non-coding_alt_loci.txt,defaut,TXT,RNA_long_non-coding_alt_loci.txt,,0,,
203,HGNC,HUGO Gene Nomenclature Committee,pseudogene,Alternative Loci Statistics,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_groups/pseudogene_alt_loci.txt,defaut,TXT,pseudogene_alt_loci.txt,,0,,
204,HGNC,HUGO Gene Nomenclature Committee,pseudogene,Alternative Loci Statistics,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/T_cell_receptor_pseudogene_alt_loci.txt,defaut,TXT,T_cell_receptor_pseudogene_alt_loci.txt,,0,,
205,HGNC,HUGO Gene Nomenclature Committee,pseudogene,Alternative Loci Statistics,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/pseudogene_alt_loci.txt,defaut,TXT,pseudogene_alt_loci.txt,,0,,
206,HGNC,HUGO Gene Nomenclature Committee,other,Alternative Loci Statistics,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_groups/other_alt_loci.txt,defaut,TXT,other_alt_loci.txt,,0,,
207,HGNC,HUGO Gene Nomenclature Committee,other,Alternative Loci Statistics,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/T_cell_receptor_gene_alt_loci.txt,defaut,TXT,T_cell_receptor_gene_alt_loci.txt,,0,,
208,HGNC,HUGO Gene Nomenclature Committee,other,Alternative Loci Statistics,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/immunoglobulin_gene_alt_loci.txt,defaut,TXT,immunoglobulin_gene_alt_loci.txt,,0,,
209,HGNC,HUGO Gene Nomenclature Committee,other,Alternative Loci Statistics,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/locus_types/unknown_alt_loci.txt,defaut,TXT,unknown_alt_loci.txt,,0,,
210,HGNC,HUGO Gene Nomenclature Committee,Total Approved Symbols,Alternative Loci Statistics,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/alternative_loci_set.txt,defaut,TXT,alternative_loci_set.txt,,0,,
211,HGNC,HUGO Gene Nomenclature Committee,Complete HGNC approved dataset,,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/hgnc_complete_set.txt,defaut,TXT,hgnc_complete_set.txt,,0,,
212,HGNC,HUGO Gene Nomenclature Committee,HGNC genes within groups dataset,,https://www.genenames.org/cgi-bin/genegroup/download-all,defaut,TXT,download-all,,0,,
213,HGNC,HUGO Gene Nomenclature Committee,Withdrawn symbol reports,,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/withdrawn.txt,defaut,TXT,withdrawn.txt,,0,,
214,HGNC,HUGO Gene Nomenclature Committee,Locus specific database links,,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/tsv/lsdb_links.txt.gz,defaut,TXT,lsdb_links.txt.gz,,0,,
215,HGNC,HUGO Gene Nomenclature Committee,Gene group database table files (i.e full group hierarchy),external_resource.csv       ,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/csv/genefamily_db_tables/external_resource.csv,defaut,CSV,external_resource.csv,,0,,
216,HGNC,HUGO Gene Nomenclature Committee,Gene group database table files (i.e full group hierarchy),family.csv  ,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/csv/genefamily_db_tables/family.csv,defaut,CSV,family.csv,,0,,
217,HGNC,HUGO Gene Nomenclature Committee,Gene group database table files (i.e full group hierarchy),family_alias.csv   ,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/csv/genefamily_db_tables/family_alias.csv,defaut,CSV,family_alias.csv,,0,,
218,HGNC,HUGO Gene Nomenclature Committee,Gene group database table files (i.e full group hierarchy),family_has_external_resource.csv ,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/csv/genefamily_db_tables/family_has_external_resource.csv,defaut,CSV,family_has_external_resource.csv,,0,,
219,HGNC,HUGO Gene Nomenclature Committee,Gene group database table files (i.e full group hierarchy),gene_has_family.csv,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/csv/genefamily_db_tables/gene_has_family.csv,defaut,CSV,gene_has_family.csv,,0,,
220,HGNC,HUGO Gene Nomenclature Committee,Gene group database table files (i.e full group hierarchy),hierarchy.csv ,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/csv/genefamily_db_tables/hierarchy.csv,defaut,CSV,hierarchy.csv,,0,,
221,HGNC,HUGO Gene Nomenclature Committee,Gene group database table files (i.e full group hierarchy),hierarchy_closure.csv   ,http://ftp.ebi.ac.uk/pub/databases/genenames/hgnc/csv/genefamily_db_tables/hierarchy_closure.csv,defaut,CSV,hierarchy_closure.csv,,0,,
222,GeneOntology,Gene Ontology Consortium,Ontology,go-basic.obo,"http://purl.obolibrary.org/obo/go/go-basic.obo""",defaut,OBO,go-basic.obo,1.2,0,,
223,GeneOntology,Gene Ontology Consortium,Ontology,go.obo,"http://purl.obolibrary.org/obo/go.obo""",defaut,OBO,go.obo,1.2,0,,
224,GeneOntology,Gene Ontology Consortium,Ontology,go.owl,"http://purl.obolibrary.org/obo/go.owl""",defaut,OWL,go.owl,,0,,
225,GeneOntology,Gene Ontology Consortium,Ontology,go-plus.owl,http://purl.obolibrary.org/obo/go/extensions/go-plus.owl,defaut,OWL,go-plus.owl,,0,,
226,GeneOntology,Gene Ontology Consortium,EBI Gene Ontology Annotation Database,Homo sapiens,http://geneontology.org/gene-associations/goa_human.gaf.gz,defaut,GAF,goa_human.gaf.gz,,0,,
227,GeneOntology,Gene Ontology Consortium,EBI Gene Ontology Annotation Database,Homo sapiens,http://geneontology.org/gene-associations/goa_human_complex.gaf.gz,defaut,GAF,goa_human_complex.gaf.gz,,0,,
228,GeneOntology,Gene Ontology Consortium,EBI Gene Ontology Annotation Database,Homo sapiens,http://geneontology.org/gene-associations/goa_human_isoform.gaf.gz,defaut,GAF,goa_human_isoform.gaf.gz,,0,,
229,GeneOntology,Gene Ontology Consortium,EBI Gene Ontology Annotation Database,Homo sapiens,http://geneontology.org/gene-associations/goa_human_rna.gaf.gz,defaut,GAF,goa_human_rna.gaf.gz,,0,,
230,GeneOntology,Gene Ontology Consortium,GO-CAM Causal Activity Models,,https://s3.amazonaws.com/geneontology-public/gocam/GO-CAMs.ttl.zip,defaut,TTL,GO-CAMs.ttl.zip,,0,,
231,GeneOntology,Gene Ontology Consortium,GO-CAM Causal Activity Models,,http://current.geneontology.org/products/blazegraph/blazegraph-production.jnl.gz,defaut,JNL,blazegraph-production.jnl.gz,,0,,
232,GeneOntology,Gene Ontology Consortium,GO-CAM Causal Activity Models,,https://s3.amazonaws.com/geneontology-public/gocam/GO-CAMs.sif.zip,defaut,SIF,GO-CAMs.sif.zip,,0,,
233,STRING,STRING,Proteins,Interaction Data,https://stringdb-static.org/download/protein.links.v11.5.txt.gz,defaut,TXT,protein.links.v11.5.txt.gz,11.5,0,,
234,STRING,STRING,Proteins,Interaction Data,https://stringdb-static.org/download/protein.links.detailed.v11.5.txt.gz,defaut,TXT,protein.links.detailed.v11.5.txt.gz,11.5,0,,
235,STRING,STRING,Proteins,Interaction Data,https://stringdb-static.org/download/protein.links.full.v11.5.txt.gz,defaut,TXT,protein.links.full.v11.5.txt.gz,11.5,0,,
236,STRING,STRING,Proteins,Interaction Data,https://stringdb-static.org/download/protein.physical.links.v11.5.txt.gz,defaut,TXT,protein.physical.links.v11.5.txt.gz,11.5,0,,
237,STRING,STRING,Proteins,Interaction Data,https://stringdb-static.org/download/protein.physical.links.detailed.v11.5.txt.gz,defaut,TXT,protein.physical.links.detailed.v11.5.txt.gz,11.5,0,,
238,STRING,STRING,Proteins,Interaction Data,https://stringdb-static.org/download/protein.physical.links.full.v11.5.txt.gz,defaut,TXT,protein.physical.links.full.v11.5.txt.gz,11.5,0,,
239,STRING,STRING,Proteins,Interaction Data,https://stringdb-static.org/download/COG.links.v11.5.txt.gz,defaut,TXT,COG.links.v11.5.txt.gz,11.5,0,,
240,STRING,STRING,Proteins,Interaction Data,https://stringdb-static.org/download/COG.links.detailed.v11.5.txt.gz,defaut,TXT,COG.links.detailed.v11.5.txt.gz,11.5,0,,
241,STRING,STRING,Proteins,Accessory Data,https://stringdb-static.org/download/protein.info.v11.5.txt.gz,defaut,TXT,protein.info.v11.5.txt.gz,11.5,0,,
242,STRING,STRING,Proteins,Accessory Data,https://stringdb-static.org/download/protein.sequences.v11.5.fa.gz,defaut,TXT,protein.sequences.v11.5.fa.gz,11.5,0,,
243,STRING,STRING,Proteins,Accessory Data,https://stringdb-static.org/download/protein.aliases.v11.5.txt.gz,defaut,TXT,protein.aliases.v11.5.txt.gz,11.5,0,,
244,STRING,STRING,Proteins,Accessory Data,https://stringdb-static.org/download/protein.homology.v11.5.txt.gz,defaut,TXT,protein.homology.v11.5.txt.gz,11.5,0,,
245,STRING,STRING,Proteins,Accessory Data,https://stringdb-static.org/download/protein.enrichment.terms.v11.5.txt.gz,defaut,TXT,protein.enrichment.terms.v11.5.txt.gz,11.5,0,,
246,STRING,STRING,Proteins,Accessory Data,https://stringdb-static.org/download/clusters.proteins.v11.5.txt.gz,defaut,TXT,clusters.proteins.v11.5.txt.gz,11.5,0,,
247,STRING,STRING,Proteins,Accessory Data,https://stringdb-static.org/download/clusters.info.v11.5.txt.gz,defaut,TXT,clusters.info.v11.5.txt.gz,11.5,0,,
