Variable;Outcome;TestSeed;TrainSeed;BioAct;Encoding;Variable_type;Weight;Converged;N;Beta;SE;Beta_pvalue;LRT_pvalue;Diff_AIC;pvalue;odds ratio
SNP1;Outcome;2007;1007;NULL;Codominant;categorical;None;True;5000;;;;5.207451644417069e-24;-103.22390324700973;5.207451644417069e-24;
SNP2;Outcome;2007;1007;NULL;Codominant;categorical;None;True;5000;;;;0.266416540803043;1.354611495716199;0.266416540803043;
SNP1;Outcome;2007;1007;NULL;EDGE;continuous;None;True;5000;-2.19968636587885;0.3338768706613174;4.448427575900666e-11;;;4.448427575900666e-11;0.11083791546374905
SNP2;Outcome;2007;1007;NULL;EDGE;continuous;None;True;5000;-0.13996431659434444;0.09559738687542978;0.1431661058448399;;;0.1431661058448399;0.8693892576148654
SNP1;Outcome;2000;1000;Recessive;Additive;continuous;None;True;5000;0.46055484086617926;0.08912607099265145;2.3730478982818548e-07;;;2.3730478982818548e-07;1.58495313784882
SNP2;Outcome;2000;1000;Recessive;Additive;continuous;None;True;5000;-0.12791269627270313;0.10829548788753526;0.23754504443285984;;;0.23754504443285984;0.8799301969773107
SNP1;Outcome;2000;1000;Recessive;DOMDEV;continuous;None;True;5000;-2.4160982306647685;0.518239174416772;3.129538967880856e-06;;;3.129538967880856e-06;0.08926924684344391
SNP2;Outcome;2000;1000;Recessive;DOMDEV;continuous;None;True;5000;0.19807374284742635;0.3995567048575552;0.6200822733496305;;;0.6200822733496305;1.2190522868939135
SNP1;Outcome;2000;1000;Recessive;Recessive;continuous;None;True;5000;4.793604319079802;1.0132679639057056;2.2359737090984672e-06;;;2.2359737090984672e-06;120.73575554581497
SNP2;Outcome;2000;1000;Recessive;Recessive;continuous;None;True;5000;-0.6074721661906766;0.7694009514879159;0.42979696255832844;;;0.42979696255832844;0.5447261072261116
SNP1;Outcome;2000;1000;Recessive;Dominant;continuous;None;True;5000;0.27802016153843306;0.1035323776980971;0.007245495461795791;;;0.007245495461795791;1.3205128205106933
SNP2;Outcome;2000;1000;Recessive;Dominant;continuous;None;True;5000;-0.1224163841309589;0.11210229558676713;0.27483044536887435;;;0.27483044536887435;0.8847798834894183
SNP1;Outcome;2000;1000;Recessive;Codominant;categorical;None;True;5000;;;;1.6648692605089582e-22;-96.29425089547294;1.6648692605089582e-22;
SNP2;Outcome;2000;1000;Recessive;Codominant;categorical;None;True;5000;;;;0.42964540789764005;2.3104099134252465;0.42964540789764005;
SNP1;Outcome;2000;1000;Recessive;EDGE;continuous;None;True;5000;1.8421020743591383;0.26062732295228513;1.5723401862299486e-12;;;1.5723401862299486e-12;6.309787973718258
SNP2;Outcome;2000;1000;Recessive;EDGE;continuous;None;True;5000;-0.1618395873894933;0.14419700763328705;0.26171343110383316;;;0.26171343110383316;0.8505776369763848
SNP1;Outcome;2000;1000;Sub-Additive;Additive;continuous;None;True;5000;1.1064193486672704;0.09171657909058599;1.647132780199546e-33;;;1.647132780199546e-33;3.0235128436621985
SNP2;Outcome;2000;1000;Sub-Additive;Additive;continuous;None;True;5000;-0.12791269627270313;0.10829548788753526;0.23754504443285984;;;0.23754504443285984;0.8799301969773107
SNP1;Outcome;2000;1000;Sub-Additive;DOMDEV;continuous;None;True;5000;-0.48591919832498515;0.39050982616804336;0.21338180229744486;;;0.21338180229744486;0.6151315089617919
SNP2;Outcome;2000;1000;Sub-Additive;DOMDEV;continuous;None;True;5000;0.19807374284742635;0.3995567048575552;0.6200822733496305;;;0.6200822733496305;1.2190522868939135
SNP1;Outcome;2000;1000;Sub-Additive;Recessive;continuous;None;True;5000;2.98033544786742;0.7602619899245354;8.849657203703318e-05;;;8.849657203703318e-05;19.69442198868237
SNP2;Outcome;2000;1000;Sub-Additive;Recessive;continuous;None;True;5000;-0.6074721661906766;0.7694009514879159;0.42979696255832844;;;0.42979696255832844;0.5447261072261116
SNP1;Outcome;2000;1000;Sub-Additive;Dominant;continuous;None;True;5000;1.1172719366067168;0.09473489140389368;4.208017993706593e-32;;;4.208017993706593e-32;3.05650448119929
SNP2;Outcome;2000;1000;Sub-Additive;Dominant;continuous;None;True;5000;-0.1224163841309589;0.11210229558676713;0.27483044536887435;;;0.27483044536887435;0.8847798834894183
SNP1;Outcome;2000;1000;Sub-Additive;Codominant;categorical;None;True;5000;;;;6.339763892774372e-32;-139.67176289788222;6.339763892774372e-32;
SNP2;Outcome;2000;1000;Sub-Additive;Codominant;categorical;None;True;5000;;;;0.42964540789764005;2.3104099134252465;0.42964540789764005;
SNP1;Outcome;2000;1000;Sub-Additive;EDGE;continuous;None;True;5000;-0.8577714024404617;0.5930199366953921;0.1480521064671519;;;0.1480521064671519;0.42410619193112653
SNP2;Outcome;2000;1000;Sub-Additive;EDGE;continuous;None;True;5000;-0.1618395873894933;0.14419700763328705;0.26171343110383316;;;0.26171343110383316;0.8505776369763848
SNP1;Outcome;2000;1000;Additive;Additive;continuous;None;True;5000;1.0616282261659766;0.09970842680475274;1.7944372463861987e-26;;;1.7944372463861987e-26;2.891074482173383
SNP2;Outcome;2000;1000;Additive;Additive;continuous;None;True;5000;-0.12791269627270313;0.10829548788753526;0.23754504443285984;;;0.23754504443285984;0.8799301969773107
SNP1;Outcome;2000;1000;Additive;DOMDEV;continuous;None;True;5000;-0.10231533418025614;0.3479554592790988;0.7687218239800001;;;0.7687218239800001;0.9027448404773986
SNP2;Outcome;2000;1000;Additive;DOMDEV;continuous;None;True;5000;0.19807374284742635;0.3995567048575552;0.6200822733496305;;;0.6200822733496305;1.2190522868939135
SNP1;Outcome;2000;1000;Additive;Recessive;continuous;None;True;5000;2.2036503022572154;0.6674706932797592;0.0009617148771466507;;;0.0009617148771466507;9.058017727639232
SNP2;Outcome;2000;1000;Additive;Recessive;continuous;None;True;5000;-0.6074721661906766;0.7694009514879159;0.42979696255832844;;;0.42979696255832844;0.5447261072261116
SNP1;Outcome;2000;1000;Additive;Dominant;continuous;None;True;5000;1.0851509597625402;0.10294807394936974;5.604402546226107e-26;;;5.604402546226107e-26;2.959886608794592
SNP2;Outcome;2000;1000;Additive;Dominant;continuous;None;True;5000;-0.1224163841309589;0.11210229558676713;0.27483044536887435;;;0.27483044536887435;0.8847798834894183
SNP1;Outcome;2000;1000;Additive;Codominant;categorical;None;True;5000;;;;1.3271455448286132e-24;-105.95802360584366;1.3271455448286132e-24;
SNP2;Outcome;2000;1000;Additive;Codominant;categorical;None;True;5000;;;;0.42964540789764005;2.3104099134252465;0.42964540789764005;
SNP1;Outcome;2000;1000;Additive;EDGE;continuous;None;True;5000;-2.4504504689223046;0.35859113696404676;8.283859699479005e-12;;;8.283859699479005e-12;0.08625472267458817
SNP2;Outcome;2000;1000;Additive;EDGE;continuous;None;True;5000;-0.1618395873894933;0.14419700763328705;0.26171343110383316;;;0.26171343110383316;0.8505776369763848
SNP1;Outcome;2000;1000;Super_Additive;Additive;continuous;None;True;5000;1.0521008777538643;0.10369200056343944;3.438004950123644e-24;;;3.438004950123644e-24;2.8636610045333226
SNP2;Outcome;2000;1000;Super_Additive;Additive;continuous;None;True;5000;-0.12791269627270313;0.10829548788753526;0.23754504443285984;;;0.23754504443285984;0.8799301969773107
SNP1;Outcome;2000;1000;Super_Additive;DOMDEV;continuous;None;True;5000;0.4001014853448256;0.3201606632800305;0.2114129189449323;;;0.2114129189449323;1.4919761036677461
SNP2;Outcome;2000;1000;Super_Additive;DOMDEV;continuous;None;True;5000;0.19807374284742635;0.3995567048575552;0.6200822733496305;;;0.6200822733496305;1.2190522868939135
SNP1;Outcome;2000;1000;Super_Additive;Recessive;continuous;None;True;5000;1.2844111794461412;0.6064136771911478;0.03417129554545093;;;0.03417129554545093;3.6125401929260144
SNP2;Outcome;2000;1000;Super_Additive;Recessive;continuous;None;True;5000;-0.6074721661906766;0.7694009514879159;0.42979696255832844;;;0.42979696255832844;0.5447261072261116
SNP1;Outcome;2000;1000;Super_Additive;Dominant;continuous;None;True;5000;1.1010911467449491;0.10701741855234302;7.907737790581662e-25;;;7.907737790581662e-25;3.007445798957254
SNP2;Outcome;2000;1000;Super_Additive;Dominant;continuous;None;True;5000;-0.1224163841309589;0.11210229558676713;0.27483044536887435;;;0.27483044536887435;0.8847798834894183
SNP1;Outcome;2000;1000;Super_Additive;Codominant;categorical;None;True;5000;;;;1.0742855510864656e-22;-97.17043241775355;1.0742855510864656e-22;
SNP2;Outcome;2000;1000;Super_Additive;Codominant;categorical;None;True;5000;;;;0.42964540789764005;2.3104099134252465;0.42964540789764005;
SNP1;Outcome;2000;1000;Super_Additive;EDGE;continuous;None;True;5000;-2.601576315550899;0.31642968357038437;2.0071057049978402e-16;;;2.0071057049978402e-16;0.0741565918459133
SNP2;Outcome;2000;1000;Super_Additive;EDGE;continuous;None;True;5000;-0.1618395873894933;0.14419700763328705;0.26171343110383316;;;0.26171343110383316;0.8505776369763848
SNP1;Outcome;2000;1000;Dominant;Additive;continuous;None;True;5000;1.01510135213432;0.1050018748510021;4.145414628337235e-22;;;4.145414628337235e-22;2.759643078918891
SNP2;Outcome;2000;1000;Dominant;Additive;continuous;None;True;5000;-0.12791269627270313;0.10829548788753526;0.23754504443285984;;;0.23754504443285984;0.8799301969773107
SNP1;Outcome;2000;1000;Dominant;DOMDEV;continuous;None;True;5000;0.47204996735764815;0.3076350750720215;0.12491952325694963;;;0.12491952325694963;1.6032774932650415
SNP2;Outcome;2000;1000;Dominant;DOMDEV;continuous;None;True;5000;0.19807374284742635;0.3995567048575552;0.6200822733496305;;;0.6200822733496305;1.2190522868939135
SNP1;Outcome;2000;1000;Dominant;Recessive;continuous;None;True;5000;1.1018225642983408;0.5782769975291399;0.05673403136283071;;;0.05673403136283071;3.0096463022507525
SNP2;Outcome;2000;1000;Dominant;Recessive;continuous;None;True;5000;-0.6074721661906766;0.7694009514879159;0.42979696255832844;;;0.42979696255832844;0.5447261072261116
SNP1;Outcome;2000;1000;Dominant;Dominant;continuous;None;True;5000;1.0743215058624314;0.10891910884960371;5.993501732971356e-23;;;5.993501732971356e-23;2.9280055917924757
SNP2;Outcome;2000;1000;Dominant;Dominant;continuous;None;True;5000;-0.1224163841309589;0.11210229558676713;0.27483044536887435;;;0.27483044536887435;0.8847798834894183
SNP1;Outcome;2000;1000;Dominant;Codominant;categorical;None;True;5000;;;;7.535948106431414e-21;-88.66920460342772;7.535948106431414e-21;
SNP2;Outcome;2000;1000;Dominant;Codominant;categorical;None;True;5000;;;;0.42964540789764005;2.3104099134252465;0.42964540789764005;
SNP1;Outcome;2000;1000;Dominant;EDGE;continuous;None;True;5000;-2.0545524054272706;0.2472330665084287;9.555336295030772e-17;;;9.555336295030772e-17;0.1281501820685737
SNP2;Outcome;2000;1000;Dominant;EDGE;continuous;None;True;5000;-0.1618395873894933;0.14419700763328705;0.26171343110383316;;;0.26171343110383316;0.8505776369763848
SNP1;Outcome;2000;1000;Heterozygous;Additive;continuous;None;True;5000;0.9881387160097392;0.10622663159783566;1.3760156602763097e-20;;;1.3760156602763097e-20;2.686229979547794
SNP2;Outcome;2000;1000;Heterozygous;Additive;continuous;None;True;5000;-0.12791269627270313;0.10829548788753526;0.23754504443285984;;;0.23754504443285984;0.8799301969773107
SNP1;Outcome;2000;1000;Heterozygous;DOMDEV;continuous;None;True;5000;0.8119452941800914;0.369159716608808;0.027846526537182927;;;0.027846526537182927;2.252285084991967
SNP2;Outcome;2000;1000;Heterozygous;DOMDEV;continuous;None;True;5000;0.19807374284742635;0.3995567048575552;0.6200822733496305;;;0.6200822733496305;1.2190522868939135
SNP2;Outcome;2000;1000;Heterozygous;Recessive;continuous;None;True;5000;-0.6074721661906766;0.7694009514879159;0.42979696255832844;;;0.42979696255832844;0.5447261072261116
SNP1;Outcome;2000;1000;Heterozygous;Recessive;continuous;None;True;5000;0.40626671135750214;0.7078622879036195;0.5660120081967379;;;0.5660120081967379;1.5012028869286305
SNP1;Outcome;2000;1000;Heterozygous;Dominant;continuous;None;True;5000;1.0491658030780624;0.10924004080498466;7.673386865449783e-22;;;7.673386865449783e-22;2.855268268317648
SNP2;Outcome;2000;1000;Heterozygous;Dominant;continuous;None;True;5000;-0.1224163841309589;0.11210229558676713;0.27483044536887435;;;0.27483044536887435;0.8847798834894183
SNP1;Outcome;2000;1000;Heterozygous;Codominant;categorical;None;True;5000;;;;6.504911241356673e-20;-84.35828878537905;6.504911241356673e-20;
SNP2;Outcome;2000;1000;Heterozygous;Codominant;categorical;None;True;5000;;;;0.42964540789764005;2.3104099134252465;0.42964540789764005;
SNP1;Outcome;2000;1000;Heterozygous;EDGE;continuous;None;True;5000;2.4999510653095673;0.28062364730966294;5.170220296211608e-19;;;5.170220296211608e-19;12.181897828718695
SNP2;Outcome;2000;1000;Heterozygous;EDGE;continuous;None;True;5000;-0.1618395873894933;0.14419700763328705;0.26171343110383316;;;0.26171343110383316;0.8505776369763848
SNP1;Outcome;2000;1000;NULL;Additive;continuous;None;True;5000;1.0616282261659766;0.09970842680475274;1.7944372463861987e-26;;;1.7944372463861987e-26;2.891074482173383
SNP2;Outcome;2000;1000;NULL;Additive;continuous;None;True;5000;-0.12791269627270313;0.10829548788753526;0.23754504443285984;;;0.23754504443285984;0.8799301969773107
SNP1;Outcome;2000;1000;NULL;DOMDEV;continuous;None;True;5000;-0.10231533418025614;0.3479554592790988;0.7687218239800001;;;0.7687218239800001;0.9027448404773986
SNP2;Outcome;2000;1000;NULL;DOMDEV;continuous;None;True;5000;0.19807374284742635;0.3995567048575552;0.6200822733496305;;;0.6200822733496305;1.2190522868939135
SNP1;Outcome;2000;1000;NULL;Recessive;continuous;None;True;5000;2.2036503022572154;0.6674706932797592;0.0009617148771466507;;;0.0009617148771466507;9.058017727639232
SNP2;Outcome;2000;1000;NULL;Recessive;continuous;None;True;5000;-0.6074721661906766;0.7694009514879159;0.42979696255832844;;;0.42979696255832844;0.5447261072261116
SNP1;Outcome;2000;1000;NULL;Dominant;continuous;None;True;5000;1.0851509597625402;0.10294807394936974;5.604402546226107e-26;;;5.604402546226107e-26;2.959886608794592
SNP2;Outcome;2000;1000;NULL;Dominant;continuous;None;True;5000;-0.1224163841309589;0.11210229558676713;0.27483044536887435;;;0.27483044536887435;0.8847798834894183
SNP1;Outcome;2000;1000;NULL;Codominant;categorical;None;True;5000;;;;1.3271455448286132e-24;-105.95802360584366;1.3271455448286132e-24;
SNP2;Outcome;2000;1000;NULL;Codominant;categorical;None;True;5000;;;;0.42964540789764005;2.3104099134252465;0.42964540789764005;
SNP1;Outcome;2000;1000;NULL;EDGE;continuous;None;True;5000;-2.4504504689223046;0.35859113696404676;8.283859699479005e-12;;;8.283859699479005e-12;0.08625472267458817
SNP2;Outcome;2000;1000;NULL;EDGE;continuous;None;True;5000;-0.1618395873894933;0.14419700763328705;0.26171343110383316;;;0.26171343110383316;0.8505776369763848
SNP1;Outcome;2008;1008;Recessive;Additive;continuous;None;True;5000;0.5346125429858749;0.08355365917752813;1.5697894705470885e-10;;;1.5697894705470885e-10;1.7067868076035166
SNP2;Outcome;2008;1008;Recessive;Additive;continuous;None;True;5000;0.13084325417415424;0.09993665977637649;0.190445674097805;;;0.190445674097805;1.1397891101240183
SNP1;Outcome;2008;1008;Recessive;DOMDEV;continuous;None;True;5000;-1.9006975499567236;0.2818022879895835;1.5324740264293225e-11;;;1.5324740264293225e-11;0.1494643240185556
SNP2;Outcome;2008;1008;Recessive;DOMDEV;continuous;None;True;5000;-0.03582689016561115;0.28843780352690274;0.9011489207340173;;;0.9011489207340173;0.9648072966591017
SNP1;Outcome;2008;1008;Recessive;Recessive;continuous;None;True;5000;3.724867729870883;0.5195857366374559;7.559261299492204e-13;;;7.559261299492204e-13;41.46574770228259
SNP2;Outcome;2008;1008;Recessive;Recessive;continuous;None;True;5000;0.3112253057140381;0.5403515105471483;0.5646366525334048;;;0.5646366525334048;1.3650967506389229
SNP1;Outcome;2008;1008;Recessive;Dominant;continuous;None;True;5000;0.34198552695769696;0.10059860496700013;0.0006750778265189319;;;0.0006750778265189319;1.4077399230872045
SNP2;Outcome;2008;1008;Recessive;Dominant;continuous;None;True;5000;0.13269172904467472;0.10498020769883784;0.2062411507956139;;;0.2062411507956139;1.1418979301016812
SNP1;Outcome;2008;1008;Recessive;Codominant;categorical;None;True;5000;;;;3.16166794568711e-27;-118.03739558316101;3.16166794568711e-27;
SNP2;Outcome;2008;1008;Recessive;Codominant;categorical;None;True;5000;;;;0.42761055786243707;2.3009151816850135;0.42761055786243707;
SNP1;Outcome;2008;1008;Recessive;EDGE;continuous;None;True;5000;2.25819791265636;0.26285418700308244;8.61654219909763e-18;;;8.61654219909763e-18;9.565835154352069
SNP2;Outcome;2008;1008;Recessive;EDGE;continuous;None;True;5000;0.13118985634970334;0.10385419435176162;0.20651302981211017;;;0.20651302981211017;1.1401842319803464
SNP1;Outcome;2008;1008;Sub-Additive;Additive;continuous;None;True;5000;1.0779610925402496;0.08834226527719054;3.0291229820998154e-34;;;3.0291229820998154e-34;2.9386817385324537
SNP2;Outcome;2008;1008;Sub-Additive;Additive;continuous;None;True;5000;0.13084325417415424;0.09993665977637649;0.190445674097805;;;0.190445674097805;1.1397891101240183
SNP1;Outcome;2008;1008;Sub-Additive;DOMDEV;continuous;None;True;5000;-0.10967305168835595;0.25214568960395517;0.6635921455212608;;;0.6635921455212608;0.896127074639979
SNP2;Outcome;2008;1008;Sub-Additive;DOMDEV;continuous;None;True;5000;-0.03582689016561115;0.28843780352690274;0.9011489207340173;;;0.9011489207340173;0.9648072966591017
SNP1;Outcome;2008;1008;Sub-Additive;Recessive;continuous;None;True;5000;2.2101279821721467;0.47254735693968064;2.9103021461042637e-06;;;2.9103021461042637e-06;9.116883116883294
SNP2;Outcome;2008;1008;Sub-Additive;Recessive;continuous;None;True;5000;0.3112253057140381;0.5403515105471483;0.5646366525334048;;;0.5646366525334048;1.3650967506389229
SNP1;Outcome;2008;1008;Sub-Additive;Dominant;continuous;None;True;5000;1.1151321017964704;0.092876943286616;3.2823688695551325e-33;;;3.2823688695551325e-33;3.049971059227615
SNP2;Outcome;2008;1008;Sub-Additive;Dominant;continuous;None;True;5000;0.13269172904467472;0.10498020769883784;0.2062411507956139;;;0.2062411507956139;1.1418979301016812
SNP1;Outcome;2008;1008;Sub-Additive;Codominant;categorical;None;True;5000;;;;1.8124835054977252e-32;-142.17604993703844;1.8124835054977252e-32;
SNP2;Outcome;2008;1008;Sub-Additive;Codominant;categorical;None;True;5000;;;;0.42761055786243707;2.3009151816850135;0.42761055786243707;
SNP1;Outcome;2008;1008;Sub-Additive;EDGE;continuous;None;True;5000;0.5095694183916328;0.4017160427871428;0.2046260088994406;;;0.2046260088994406;1.6645743055355404
SNP2;Outcome;2008;1008;Sub-Additive;EDGE;continuous;None;True;5000;0.13118985634970334;0.10385419435176162;0.20651302981211017;;;0.20651302981211017;1.1401842319803464
SNP1;Outcome;2008;1008;Additive;Additive;continuous;None;True;5000;0.9802389742651451;0.09500881328233106;5.882564400149412e-25;;;5.882564400149412e-25;2.6650930544897196
SNP2;Outcome;2008;1008;Additive;Additive;continuous;None;True;5000;0.13084325417415424;0.09993665977637649;0.190445674097805;;;0.190445674097805;1.1397891101240183
SNP1;Outcome;2008;1008;Additive;DOMDEV;continuous;None;True;5000;0.5801997579630367;0.286209333459241;0.04264332145994133;;;0.04264332145994133;1.7863952417856417
SNP2;Outcome;2008;1008;Additive;DOMDEV;continuous;None;True;5000;-0.03582689016561115;0.28843780352690274;0.9011489207340173;;;0.9011489207340173;0.9648072966591017
SNP1;Outcome;2008;1008;Additive;Recessive;continuous;None;True;5000;0.8136061610831217;0.5410524576779415;0.1326464505859197;;;0.1326464505859197;2.256028938906735
SNP2;Outcome;2008;1008;Additive;Recessive;continuous;None;True;5000;0.3112253057140381;0.5403515105471483;0.5646366525334048;;;0.5646366525334048;1.3650967506389229
SNP1;Outcome;2008;1008;Additive;Dominant;continuous;None;True;5000;1.0422165009266686;0.0984318710055132;3.3802318343307044e-26;;;3.3802318343307044e-26;2.835494931419897
SNP2;Outcome;2008;1008;Additive;Dominant;continuous;None;True;5000;0.13269172904467472;0.10498020769883784;0.2062411507956139;;;0.2062411507956139;1.1418979301016812
SNP1;Outcome;2008;1008;Additive;Codominant;categorical;None;True;5000;;;;6.482066318100367e-24;-102.78600579214617;6.482066318100367e-24;
SNP2;Outcome;2008;1008;Additive;Codominant;categorical;None;True;5000;;;;0.42761055786243707;2.3009151816850135;0.42761055786243707;
SNP1;Outcome;2008;1008;Additive;EDGE;continuous;None;True;5000;-4.230237542943053;0.6646857656340337;1.9622481450747572e-10;;;1.9622481450747572e-10;0.014548934141275617
SNP2;Outcome;2008;1008;Additive;EDGE;continuous;None;True;5000;0.13118985634970334;0.10385419435176162;0.20651302981211017;;;0.20651302981211017;1.1401842319803464
SNP1;Outcome;2008;1008;Super_Additive;Additive;continuous;None;True;5000;0.961275252277098;0.09725904214408371;4.9009721831923656e-23;;;4.9009721831923656e-23;2.615029169860645
SNP2;Outcome;2008;1008;Super_Additive;Additive;continuous;None;True;5000;0.13084325417415424;0.09993665977637649;0.190445674097805;;;0.190445674097805;1.1397891101240183
SNP1;Outcome;2008;1008;Super_Additive;DOMDEV;continuous;None;True;5000;0.6405722721475893;0.2812094313594399;0.022731411349580326;;;0.022731411349580326;1.8975664930942526
SNP2;Outcome;2008;1008;Super_Additive;DOMDEV;continuous;None;True;5000;-0.03582689016561115;0.28843780352690274;0.9011489207340173;;;0.9011489207340173;0.9648072966591017
SNP1;Outcome;2008;1008;Super_Additive;Recessive;continuous;None;True;5000;0.6955558529408479;0.5280614968969369;0.18777587801572326;;;0.18777587801572326;2.004823151125384
SNP2;Outcome;2008;1008;Super_Additive;Recessive;continuous;None;True;5000;0.3112253057140381;0.5403515105471483;0.5646366525334048;;;0.5646366525334048;1.3650967506389229
SNP1;Outcome;2008;1008;Super_Additive;Dominant;continuous;None;True;5000;1.0348461560170137;0.10128352412007105;1.6586346835717525e-24;;;1.6586346835717525e-24;2.814673181780464
SNP2;Outcome;2008;1008;Super_Additive;Dominant;continuous;None;True;5000;0.13269172904467472;0.10498020769883784;0.2062411507956139;;;0.2062411507956139;1.1418979301016812
SNP1;Outcome;2008;1008;Super_Additive;Codominant;categorical;None;True;5000;;;;2.4610280453174993e-22;-95.51258575724387;2.4610280453174993e-22;
SNP2;Outcome;2008;1008;Super_Additive;Codominant;categorical;None;True;5000;;;;0.42761055786243707;2.3009151816850135;0.42761055786243707;
SNP1;Outcome;2008;1008;Super_Additive;EDGE;continuous;None;True;5000;-3.240157769161203;0.4273855692644785;3.4198886977178684e-14;;;3.4198886977178684e-14;0.0391577167314986
SNP2;Outcome;2008;1008;Super_Additive;EDGE;continuous;None;True;5000;0.13118985634970334;0.10385419435176162;0.20651302981211017;;;0.20651302981211017;1.1401842319803464
SNP1;Outcome;2008;1008;Dominant;Additive;continuous;None;True;5000;0.9837292996504936;0.09975740488949114;6.130252635604749e-23;;;6.130252635604749e-23;2.674411348911998
SNP2;Outcome;2008;1008;Dominant;Additive;continuous;None;True;5000;0.13084325417415424;0.09993665977637649;0.190445674097805;;;0.190445674097805;1.1397891101240183
SNP1;Outcome;2008;1008;Dominant;DOMDEV;continuous;None;True;5000;0.9543161282685511;0.3124751772578697;0.002257712856458621;;;0.002257712856458621;2.5968940331038524
SNP2;Outcome;2008;1008;Dominant;DOMDEV;continuous;None;True;5000;-0.03582689016561115;0.28843780352690274;0.9011489207340173;;;0.9011489207340173;0.9648072966591017
SNP2;Outcome;2008;1008;Dominant;Recessive;continuous;None;True;5000;0.3112253057140381;0.5403515105471483;0.5646366525334048;;;0.5646366525334048;1.3650967506389229
SNP1;Outcome;2008;1008;Dominant;Recessive;continuous;None;True;5000;0.18285645918702342;0.5925115592941183;0.7576163295994656;;;0.7576163295994656;1.2006420545746381
SNP1;Outcome;2008;1008;Dominant;Dominant;continuous;None;True;5000;1.0753405296439764;0.10370120700136358;3.4093194571645634e-25;;;3.4093194571645634e-25;2.930990819873889
SNP2;Outcome;2008;1008;Dominant;Dominant;continuous;None;True;5000;0.13269172904467472;0.10498020769883784;0.2062411507956139;;;0.2062411507956139;1.1418979301016812
SNP1;Outcome;2008;1008;Dominant;Codominant;categorical;None;True;5000;;;;2.1164089513908367e-23;-100.41947275457551;2.1164089513908367e-23;
SNP2;Outcome;2008;1008;Dominant;Codominant;categorical;None;True;5000;;;;0.42761055786243707;2.3009151816850135;0.42761055786243707;
SNP1;Outcome;2008;1008;Dominant;EDGE;continuous;None;True;5000;-5.54358494640024;0.7570920409401976;2.439247598810648e-13;;;2.439247598810648e-13;0.003912475651475648
SNP2;Outcome;2008;1008;Dominant;EDGE;continuous;None;True;5000;0.13118985634970334;0.10385419435176162;0.20651302981211017;;;0.20651302981211017;1.1401842319803464
SNP1;Outcome;2008;1008;Heterozygous;Additive;continuous;None;True;5000;0.9330215852464124;0.09919926341214232;5.176894829101407e-21;;;5.176894829101407e-21;2.54217899482366
SNP2;Outcome;2008;1008;Heterozygous;Additive;continuous;None;True;5000;0.13084325417415424;0.09993665977637649;0.190445674097805;;;0.190445674097805;1.1397891101240183
SNP1;Outcome;2008;1008;Heterozygous;DOMDEV;continuous;None;True;5000;1.4315571348544291;0.3928395839976269;0.0002683014533709535;;;0.0002683014533709535;4.1852110586927616
SNP2;Outcome;2008;1008;Heterozygous;DOMDEV;continuous;None;True;5000;-0.03582689016561115;0.28843780352690274;0.9011489207340173;;;0.9011489207340173;0.9648072966591017
SNP1;Outcome;2008;1008;Heterozygous;Recessive;continuous;None;True;5000;-0.7750612963454816;0.7602578202821574;0.30797910442827126;;;0.30797910442827126;0.46067554240631114
SNP2;Outcome;2008;1008;Heterozygous;Recessive;continuous;None;True;5000;0.3112253057140381;0.5403515105471483;0.5646366525334048;;;0.5646366525334048;1.3650967506389229
SNP1;Outcome;2008;1008;Heterozygous;Dominant;continuous;None;True;5000;1.0505452457280269;0.10344867354730562;3.1406339038407942e-24;;;3.1406339038407942e-24;2.8592096649843923
SNP2;Outcome;2008;1008;Heterozygous;Dominant;continuous;None;True;5000;0.13269172904467472;0.10498020769883784;0.2062411507956139;;;0.2062411507956139;1.1418979301016812
SNP1;Outcome;2008;1008;Heterozygous;Codominant;categorical;None;True;5000;;;;1.0785153454912258e-23;-101.76774344713431;1.0785153454912258e-23;
SNP2;Outcome;2008;1008;Heterozygous;Codominant;categorical;None;True;5000;;;;0.42761055786243707;2.3009151816850135;0.42761055786243707;
SNP1;Outcome;2008;1008;Heterozygous;EDGE;continuous;None;True;5000;2.6558215871836737;0.4147368999267268;1.5172571010383096e-10;;;1.5172571010383096e-10;14.236677927851792
SNP2;Outcome;2008;1008;Heterozygous;EDGE;continuous;None;True;5000;0.13118985634970334;0.10385419435176162;0.20651302981211017;;;0.20651302981211017;1.1401842319803464
SNP1;Outcome;2008;1008;NULL;Additive;continuous;None;True;5000;0.9802389742651451;0.09500881328233106;5.882564400149412e-25;;;5.882564400149412e-25;2.6650930544897196
SNP2;Outcome;2008;1008;NULL;Additive;continuous;None;True;5000;0.13084325417415424;0.09993665977637649;0.190445674097805;;;0.190445674097805;1.1397891101240183
SNP1;Outcome;2008;1008;NULL;DOMDEV;continuous;None;True;5000;0.5801997579630367;0.286209333459241;0.04264332145994133;;;0.04264332145994133;1.7863952417856417
SNP2;Outcome;2008;1008;NULL;DOMDEV;continuous;None;True;5000;-0.03582689016561115;0.28843780352690274;0.9011489207340173;;;0.9011489207340173;0.9648072966591017
SNP1;Outcome;2008;1008;NULL;Recessive;continuous;None;True;5000;0.8136061610831217;0.5410524576779415;0.1326464505859197;;;0.1326464505859197;2.256028938906735
